time,IP,seq
1463052349,2001:470:83ae:2:212:6d02:0:4042,66
1463052349,2001:470:83ae:2:212:6d02:0:4041,66
1463052352,2001:470:83ae:2:212:6d02:0:4035,66
1463052352,2001:470:83ae:2:212:6d02:0:400f,66
1463052366,2001:470:83ae:2:212:6d02:0:4044,66
1463052367,2001:470:83ae:2:212:6d02:0:4045,67
1463052379,2001:470:83ae:2:212:6d02:0:4042,67
1463052382,2001:470:83ae:2:212:6d02:0:4035,67
1463052382,2001:470:83ae:2:212:6d02:0:400f,67
1463052383,2001:470:83ae:2:212:6d02:0:4013,67
1463052391,2001:470:83ae:2:212:6d02:0:4034,67
1463052396,2001:470:83ae:2:212:6d02:0:4045,68
1463052409,2001:470:83ae:2:212:6d02:0:4042,68
1463052409,2001:470:83ae:2:212:6d02:0:4041,68
1463052411,2001:470:83ae:2:212:6d02:0:4035,68
1463052412,2001:470:83ae:2:212:6d02:0:400f,68
1463052413,2001:470:83ae:2:212:6d02:0:4013,68
1463052421,2001:470:83ae:2:212:6d02:0:4034,68
1463052426,2001:470:83ae:2:212:6d02:0:4045,69
1463052426,2001:470:83ae:2:212:6d02:0:4044,68
1463052439,2001:470:83ae:2:212:6d02:0:4042,69
1463052441,2001:470:83ae:2:212:6d02:0:4035,69
1463052442,2001:470:83ae:2:212:6d02:0:400f,69
1463052443,2001:470:83ae:2:212:6d02:0:4013,69
1463052451,2001:470:83ae:2:212:6d02:0:4034,69
1463052455,2001:470:83ae:2:212:6d02:0:4045,70
1463052456,2001:470:83ae:2:212:6d02:0:4044,69
1463052468,2001:470:83ae:2:212:6d02:0:4041,70
1463052468,2001:470:83ae:2:212:6d02:0:4042,70
1463052471,2001:470:83ae:2:212:6d02:0:4035,70
1463052472,2001:470:83ae:2:212:6d02:0:400f,70
1463052473,2001:470:83ae:2:212:6d02:0:4013,70
1463052481,2001:470:83ae:2:212:6d02:0:4034,70
1463052485,2001:470:83ae:2:212:6d02:0:4045,71
1463052486,2001:470:83ae:2:212:6d02:0:4044,70
1463052498,2001:470:83ae:2:212:6d02:0:4041,71
1463052501,2001:470:83ae:2:212:6d02:0:4035,71
1463052501,2001:470:83ae:2:212:6d02:0:400f,71
1463052503,2001:470:83ae:2:212:6d02:0:4013,71
1463052511,2001:470:83ae:2:212:6d02:0:4034,71
1463052515,2001:470:83ae:2:212:6d02:0:4045,72
1463052516,2001:470:83ae:2:212:6d02:0:4044,71
1463052528,2001:470:83ae:2:212:6d02:0:4041,72
1463052528,2001:470:83ae:2:212:6d02:0:4042,72
1463052531,2001:470:83ae:2:212:6d02:0:4035,72
1463052531,2001:470:83ae:2:212:6d02:0:400f,72
1463052532,2001:470:83ae:2:212:6d02:0:4013,72
1463052541,2001:470:83ae:2:212:6d02:0:4034,72
1463052544,2001:470:83ae:2:212:6d02:0:4045,73
1463052546,2001:470:83ae:2:212:6d02:0:4044,72
1463052558,2001:470:83ae:2:212:6d02:0:4041,73
1463052558,2001:470:83ae:2:212:6d02:0:4042,73
1463052560,2001:470:83ae:2:212:6d02:0:4035,73
1463052561,2001:470:83ae:2:212:6d02:0:400f,73
1463052562,2001:470:83ae:2:212:6d02:0:4013,73
1463052571,2001:470:83ae:2:212:6d02:0:4034,73
1463052574,2001:470:83ae:2:212:6d02:0:4045,74
1463052576,2001:470:83ae:2:212:6d02:0:4044,73
1463052587,2001:470:83ae:2:212:6d02:0:4041,74
1463052588,2001:470:83ae:2:212:6d02:0:4042,74
1463052590,2001:470:83ae:2:212:6d02:0:4035,74
1463052591,2001:470:83ae:2:212:6d02:0:400f,74
1463052592,2001:470:83ae:2:212:6d02:0:4013,74
1463052601,2001:470:83ae:2:212:6d02:0:4034,74
1463052603,2001:470:83ae:2:212:6d02:0:4045,75
1463052606,2001:470:83ae:2:212:6d02:0:4044,74
1463052617,2001:470:83ae:2:212:6d02:0:4041,75
1463052617,2001:470:83ae:2:212:6d02:0:4042,75
1463052620,2001:470:83ae:2:212:6d02:0:4035,75
1463052621,2001:470:83ae:2:212:6d02:0:400f,75
1463052622,2001:470:83ae:2:212:6d02:0:4013,75
1463052631,2001:470:83ae:2:212:6d02:0:4034,75
1463052633,2001:470:83ae:2:212:6d02:0:4045,76
1463052636,2001:470:83ae:2:212:6d02:0:4044,75
1463052647,2001:470:83ae:2:212:6d02:0:4041,76
1463052647,2001:470:83ae:2:212:6d02:0:4042,76
1463052650,2001:470:83ae:2:212:6d02:0:4035,76
1463052651,2001:470:83ae:2:212:6d02:0:400f,76
1463052652,2001:470:83ae:2:212:6d02:0:4013,76
1463052661,2001:470:83ae:2:212:6d02:0:4034,76
1463052663,2001:470:83ae:2:212:6d02:0:4045,77
1463052666,2001:470:83ae:2:212:6d02:0:4044,76
1463052677,2001:470:83ae:2:212:6d02:0:4041,77
1463052677,2001:470:83ae:2:212:6d02:0:4042,77
1463052680,2001:470:83ae:2:212:6d02:0:4035,77
1463052680,2001:470:83ae:2:212:6d02:0:400f,77
1463052682,2001:470:83ae:2:212:6d02:0:4013,77
1463052691,2001:470:83ae:2:212:6d02:0:4034,77
1463052692,2001:470:83ae:2:212:6d02:0:4045,78
1463052696,2001:470:83ae:2:212:6d02:0:4044,77
1463052706,2001:470:83ae:2:212:6d02:0:4041,78
1463052707,2001:470:83ae:2:212:6d02:0:4042,78
1463052710,2001:470:83ae:2:212:6d02:0:4035,78
1463052710,2001:470:83ae:2:212:6d02:0:400f,78
1463052712,2001:470:83ae:2:212:6d02:0:4013,78
1463052721,2001:470:83ae:2:212:6d02:0:4034,78
1463052722,2001:470:83ae:2:212:6d02:0:4045,79
1463052727,2001:470:83ae:2:212:6d02:0:4044,78
1463052736,2001:470:83ae:2:212:6d02:0:4041,79
1463052736,2001:470:83ae:2:212:6d02:0:4042,79
1463052739,2001:470:83ae:2:212:6d02:0:4035,79
1463052740,2001:470:83ae:2:212:6d02:0:400f,79
1463052741,2001:470:83ae:2:212:6d02:0:4013,79
1463052751,2001:470:83ae:2:212:6d02:0:4034,79
1463052751,2001:470:83ae:2:212:6d02:0:4045,80
1463052757,2001:470:83ae:2:212:6d02:0:4044,79
1463052766,2001:470:83ae:2:212:6d02:0:4041,80
1463052766,2001:470:83ae:2:212:6d02:0:4042,80
1463052769,2001:470:83ae:2:212:6d02:0:4035,80
1463052770,2001:470:83ae:2:212:6d02:0:400f,80
1463052771,2001:470:83ae:2:212:6d02:0:4013,80
1463052781,2001:470:83ae:2:212:6d02:0:4034,80
1463052781,2001:470:83ae:2:212:6d02:0:4045,81
1463052787,2001:470:83ae:2:212:6d02:0:4044,80
1463052796,2001:470:83ae:2:212:6d02:0:4041,81
1463052796,2001:470:83ae:2:212:6d02:0:4042,81
1463052799,2001:470:83ae:2:212:6d02:0:4035,81
1463052800,2001:470:83ae:2:212:6d02:0:400f,81
1463052801,2001:470:83ae:2:212:6d02:0:4013,81
1463052810,2001:470:83ae:2:212:6d02:0:4045,82
1463052811,2001:470:83ae:2:212:6d02:0:4034,81
1463052817,2001:470:83ae:2:212:6d02:0:4044,81
1463052825,2001:470:83ae:2:212:6d02:0:4041,82
1463052826,2001:470:83ae:2:212:6d02:0:4042,82
1463052829,2001:470:83ae:2:212:6d02:0:4035,82
1463052829,2001:470:83ae:2:212:6d02:0:400f,82
1463052831,2001:470:83ae:2:212:6d02:0:4013,82
1463052840,2001:470:83ae:2:212:6d02:0:4045,83
1463052841,2001:470:83ae:2:212:6d02:0:4034,82
1463052847,2001:470:83ae:2:212:6d02:0:4044,82
1463052855,2001:470:83ae:2:212:6d02:0:4041,83
1463052856,2001:470:83ae:2:212:6d02:0:4042,83
1463052859,2001:470:83ae:2:212:6d02:0:4035,83
1463052859,2001:470:83ae:2:212:6d02:0:400f,83
1463052861,2001:470:83ae:2:212:6d02:0:4013,83
1463052870,2001:470:83ae:2:212:6d02:0:4045,84
1463052871,2001:470:83ae:2:212:6d02:0:4034,83
1463052877,2001:470:83ae:2:212:6d02:0:4044,83
1463052885,2001:470:83ae:2:212:6d02:0:4041,84
1463052885,2001:470:83ae:2:212:6d02:0:4042,84
1463052888,2001:470:83ae:2:212:6d02:0:4035,84
1463052889,2001:470:83ae:2:212:6d02:0:400f,84
1463052891,2001:470:83ae:2:212:6d02:0:4013,84
1463052899,2001:470:83ae:2:212:6d02:0:4045,85
1463052901,2001:470:83ae:2:212:6d02:0:4034,84
1463052907,2001:470:83ae:2:212:6d02:0:4044,84
1463052915,2001:470:83ae:2:212:6d02:0:4041,85
1463052915,2001:470:83ae:2:212:6d02:0:4042,85
1463052918,2001:470:83ae:2:212:6d02:0:4035,85
1463052919,2001:470:83ae:2:212:6d02:0:400f,85
1463052920,2001:470:83ae:2:212:6d02:0:4013,85
1463052929,2001:470:83ae:2:212:6d02:0:4045,86
1463052931,2001:470:83ae:2:212:6d02:0:4034,85
1463052937,2001:470:83ae:2:212:6d02:0:4044,85
1463052944,2001:470:83ae:2:212:6d02:0:4041,86
1463052945,2001:470:83ae:2:212:6d02:0:4042,86
1463052948,2001:470:83ae:2:212:6d02:0:4035,86
1463052949,2001:470:83ae:2:212:6d02:0:400f,86
1463052950,2001:470:83ae:2:212:6d02:0:4013,86
1463052958,2001:470:83ae:2:212:6d02:0:4045,87
1463052961,2001:470:83ae:2:212:6d02:0:4034,86
1463052967,2001:470:83ae:2:212:6d02:0:4044,86
1463052974,2001:470:83ae:2:212:6d02:0:4041,87
1463052975,2001:470:83ae:2:212:6d02:0:4042,87
1463052978,2001:470:83ae:2:212:6d02:0:4035,87
1463052979,2001:470:83ae:2:212:6d02:0:400f,87
1463052980,2001:470:83ae:2:212:6d02:0:4013,87
1463052988,2001:470:83ae:2:212:6d02:0:4045,88
1463052991,2001:470:83ae:2:212:6d02:0:4034,87
1463052997,2001:470:83ae:2:212:6d02:0:4044,87
1463053004,2001:470:83ae:2:212:6d02:0:4041,88
1463053004,2001:470:83ae:2:212:6d02:0:4042,88
1463053008,2001:470:83ae:2:212:6d02:0:4035,88
1463053008,2001:470:83ae:2:212:6d02:0:400f,88
1463053010,2001:470:83ae:2:212:6d02:0:4013,88
1463053018,2001:470:83ae:2:212:6d02:0:4045,89
1463053021,2001:470:83ae:2:212:6d02:0:4034,88
1463053027,2001:470:83ae:2:212:6d02:0:4044,88
1463053034,2001:470:83ae:2:212:6d02:0:4041,89
1463053034,2001:470:83ae:2:212:6d02:0:4042,89
1463053037,2001:470:83ae:2:212:6d02:0:4035,89
1463053038,2001:470:83ae:2:212:6d02:0:400f,89
1463053040,2001:470:83ae:2:212:6d02:0:4013,89
1463053047,2001:470:83ae:2:212:6d02:0:4045,90
1463053050,2001:470:83ae:2:212:6d02:0:4034,89
1463053057,2001:470:83ae:2:212:6d02:0:4044,89
1463053063,2001:470:83ae:2:212:6d02:0:4041,90
1463053064,2001:470:83ae:2:212:6d02:0:4042,90
1463053067,2001:470:83ae:2:212:6d02:0:4035,90
1463053068,2001:470:83ae:2:212:6d02:0:400f,90
1463053070,2001:470:83ae:2:212:6d02:0:4013,90
1463053077,2001:470:83ae:2:212:6d02:0:4045,91
1463053080,2001:470:83ae:2:212:6d02:0:4034,90
1463053087,2001:470:83ae:2:212:6d02:0:4044,90
1463053093,2001:470:83ae:2:212:6d02:0:4041,91
1463053094,2001:470:83ae:2:212:6d02:0:4042,91
1463053097,2001:470:83ae:2:212:6d02:0:4035,91
1463053098,2001:470:83ae:2:212:6d02:0:400f,91
1463053100,2001:470:83ae:2:212:6d02:0:4013,91
1463053106,2001:470:83ae:2:212:6d02:0:4045,92
1463053110,2001:470:83ae:2:212:6d02:0:4034,91
1463053117,2001:470:83ae:2:212:6d02:0:4044,91
1463053123,2001:470:83ae:2:212:6d02:0:4041,92
1463053124,2001:470:83ae:2:212:6d02:0:4042,92
1463053127,2001:470:83ae:2:212:6d02:0:4035,92
1463053128,2001:470:83ae:2:212:6d02:0:400f,92
1463053129,2001:470:83ae:2:212:6d02:0:4013,92
1463053136,2001:470:83ae:2:212:6d02:0:4045,93
1463053140,2001:470:83ae:2:212:6d02:0:4034,92
1463053147,2001:470:83ae:2:212:6d02:0:4044,92
1463053153,2001:470:83ae:2:212:6d02:0:4041,93
1463053153,2001:470:83ae:2:212:6d02:0:4042,93
1463053157,2001:470:83ae:2:212:6d02:0:4035,93
1463053158,2001:470:83ae:2:212:6d02:0:400f,93
1463053159,2001:470:83ae:2:212:6d02:0:4013,93
1463053166,2001:470:83ae:2:212:6d02:0:4045,94
1463053170,2001:470:83ae:2:212:6d02:0:4034,93
1463053177,2001:470:83ae:2:212:6d02:0:4044,93
1463053182,2001:470:83ae:2:212:6d02:0:4041,94
1463053183,2001:470:83ae:2:212:6d02:0:4042,94
1463053187,2001:470:83ae:2:212:6d02:0:4035,94
1463053187,2001:470:83ae:2:212:6d02:0:400f,94
1463053189,2001:470:83ae:2:212:6d02:0:4013,94
1463053195,2001:470:83ae:2:212:6d02:0:4045,95
1463053200,2001:470:83ae:2:212:6d02:0:4034,94
1463053207,2001:470:83ae:2:212:6d02:0:4044,94
1463053212,2001:470:83ae:2:212:6d02:0:4041,95
1463053213,2001:470:83ae:2:212:6d02:0:4042,95
1463053216,2001:470:83ae:2:212:6d02:0:4035,95
1463053217,2001:470:83ae:2:212:6d02:0:400f,95
1463053219,2001:470:83ae:2:212:6d02:0:4013,95
1463053225,2001:470:83ae:2:212:6d02:0:4045,96
1463053230,2001:470:83ae:2:212:6d02:0:4034,95
1463053237,2001:470:83ae:2:212:6d02:0:4044,95
1463053242,2001:470:83ae:2:212:6d02:0:4041,96
1463053243,2001:470:83ae:2:212:6d02:0:4042,96
1463053246,2001:470:83ae:2:212:6d02:0:4035,96
1463053247,2001:470:83ae:2:212:6d02:0:400f,96
1463053249,2001:470:83ae:2:212:6d02:0:4013,96
1463053254,2001:470:83ae:2:212:6d02:0:4045,97
1463053260,2001:470:83ae:2:212:6d02:0:4034,96
1463053267,2001:470:83ae:2:212:6d02:0:4044,96
1463053272,2001:470:83ae:2:212:6d02:0:4041,97
1463053272,2001:470:83ae:2:212:6d02:0:4042,97
1463053276,2001:470:83ae:2:212:6d02:0:4035,97
1463053277,2001:470:83ae:2:212:6d02:0:400f,97
1463053279,2001:470:83ae:2:212:6d02:0:4013,97
1463053284,2001:470:83ae:2:212:6d02:0:4045,98
1463053290,2001:470:83ae:2:212:6d02:0:4034,97
1463053297,2001:470:83ae:2:212:6d02:0:4044,97
1463053301,2001:470:83ae:2:212:6d02:0:4041,98
1463053302,2001:470:83ae:2:212:6d02:0:4042,98
1463053306,2001:470:83ae:2:212:6d02:0:4035,98
1463053307,2001:470:83ae:2:212:6d02:0:400f,98
1463053308,2001:470:83ae:2:212:6d02:0:4013,98
1463053314,2001:470:83ae:2:212:6d02:0:4045,99
1463053320,2001:470:83ae:2:212:6d02:0:4034,98
1463053327,2001:470:83ae:2:212:6d02:0:4044,98
1463053331,2001:470:83ae:2:212:6d02:0:4041,99
1463053332,2001:470:83ae:2:212:6d02:0:4042,99
1463053336,2001:470:83ae:2:212:6d02:0:4035,99
1463053337,2001:470:83ae:2:212:6d02:0:400f,99
1463053338,2001:470:83ae:2:212:6d02:0:4013,99
1463053343,2001:470:83ae:2:212:6d02:0:4045,100
1463053350,2001:470:83ae:2:212:6d02:0:4034,99
1463053357,2001:470:83ae:2:212:6d02:0:4044,99
1463053361,2001:470:83ae:2:212:6d02:0:4041,100
1463053362,2001:470:83ae:2:212:6d02:0:4042,100
1463053365,2001:470:83ae:2:212:6d02:0:4035,100
1463053366,2001:470:83ae:2:212:6d02:0:400f,100
1463053368,2001:470:83ae:2:212:6d02:0:4013,100
1463053373,2001:470:83ae:2:212:6d02:0:4045,101
1463053380,2001:470:83ae:2:212:6d02:0:4034,100
1463053387,2001:470:83ae:2:212:6d02:0:4044,100
1463053390,2001:470:83ae:2:212:6d02:0:4041,101
1463053392,2001:470:83ae:2:212:6d02:0:4042,101
1463053395,2001:470:83ae:2:212:6d02:0:4035,101
1463053396,2001:470:83ae:2:212:6d02:0:400f,101
1463053398,2001:470:83ae:2:212:6d02:0:4013,101
1463053402,2001:470:83ae:2:212:6d02:0:4045,102
1463053410,2001:470:83ae:2:212:6d02:0:4034,101
1463053417,2001:470:83ae:2:212:6d02:0:4044,101
1463053420,2001:470:83ae:2:212:6d02:0:4041,102
1463053421,2001:470:83ae:2:212:6d02:0:4042,102
1463053425,2001:470:83ae:2:212:6d02:0:4035,102
1463053426,2001:470:83ae:2:212:6d02:0:400f,102
1463053428,2001:470:83ae:2:212:6d02:0:4013,102
1463053432,2001:470:83ae:2:212:6d02:0:4045,103
1463053440,2001:470:83ae:2:212:6d02:0:4034,102
1463053447,2001:470:83ae:2:212:6d02:0:4044,102
1463053450,2001:470:83ae:2:212:6d02:0:4041,103
1463053451,2001:470:83ae:2:212:6d02:0:4042,103
1463053455,2001:470:83ae:2:212:6d02:0:4035,103
1463053456,2001:470:83ae:2:212:6d02:0:400f,103
1463053458,2001:470:83ae:2:212:6d02:0:4013,103
1463053461,2001:470:83ae:2:212:6d02:0:4045,104
1463053470,2001:470:83ae:2:212:6d02:0:4034,103
1463053477,2001:470:83ae:2:212:6d02:0:4044,103
1463053480,2001:470:83ae:2:212:6d02:0:4041,104
1463053481,2001:470:83ae:2:212:6d02:0:4042,104
1463053485,2001:470:83ae:2:212:6d02:0:4035,104
1463053486,2001:470:83ae:2:212:6d02:0:400f,104
1463053487,2001:470:83ae:2:212:6d02:0:4013,104
1463053491,2001:470:83ae:2:212:6d02:0:4045,105
1463053500,2001:470:83ae:2:212:6d02:0:4034,104
1463053507,2001:470:83ae:2:212:6d02:0:4044,104
1463053509,2001:470:83ae:2:212:6d02:0:4041,105
1463053511,2001:470:83ae:2:212:6d02:0:4042,105
1463053514,2001:470:83ae:2:212:6d02:0:4035,105
1463053516,2001:470:83ae:2:212:6d02:0:400f,105
1463053517,2001:470:83ae:2:212:6d02:0:4013,105
1463053521,2001:470:83ae:2:212:6d02:0:4045,106
1463053530,2001:470:83ae:2:212:6d02:0:4034,105
1463053537,2001:470:83ae:2:212:6d02:0:4044,105
1463053539,2001:470:83ae:2:212:6d02:0:4041,106
1463053540,2001:470:83ae:2:212:6d02:0:4042,106
1463053544,2001:470:83ae:2:212:6d02:0:4035,106
1463053545,2001:470:83ae:2:212:6d02:0:400f,106
1463053547,2001:470:83ae:2:212:6d02:0:4013,106
1463053550,2001:470:83ae:2:212:6d02:0:4045,107
1463053560,2001:470:83ae:2:212:6d02:0:4034,106
1463053567,2001:470:83ae:2:212:6d02:0:4044,106
1463053569,2001:470:83ae:2:212:6d02:0:4041,107
1463053570,2001:470:83ae:2:212:6d02:0:4042,107
1463053574,2001:470:83ae:2:212:6d02:0:4035,107
1463053575,2001:470:83ae:2:212:6d02:0:400f,107
1463053577,2001:470:83ae:2:212:6d02:0:4013,107
1463053580,2001:470:83ae:2:212:6d02:0:4045,108
1463053590,2001:470:83ae:2:212:6d02:0:4034,107
1463053597,2001:470:83ae:2:212:6d02:0:4044,107
1463053599,2001:470:83ae:2:212:6d02:0:4041,108
1463053600,2001:470:83ae:2:212:6d02:0:4042,108
1463053604,2001:470:83ae:2:212:6d02:0:4035,108
1463053605,2001:470:83ae:2:212:6d02:0:400f,108
1463053607,2001:470:83ae:2:212:6d02:0:4013,108
1463053609,2001:470:83ae:2:212:6d02:0:4045,109
1463053620,2001:470:83ae:2:212:6d02:0:4034,108
1463053627,2001:470:83ae:2:212:6d02:0:4044,108
1463053628,2001:470:83ae:2:212:6d02:0:4041,109
1463053630,2001:470:83ae:2:212:6d02:0:4042,109
1463053634,2001:470:83ae:2:212:6d02:0:4035,109
1463053635,2001:470:83ae:2:212:6d02:0:400f,109
1463053637,2001:470:83ae:2:212:6d02:0:4013,109
1463053639,2001:470:83ae:2:212:6d02:0:4045,110
1463053650,2001:470:83ae:2:212:6d02:0:4034,109
1463053657,2001:470:83ae:2:212:6d02:0:4044,109
1463053658,2001:470:83ae:2:212:6d02:0:4041,110
1463053660,2001:470:83ae:2:212:6d02:0:4042,110
1463053664,2001:470:83ae:2:212:6d02:0:4035,110
1463053665,2001:470:83ae:2:212:6d02:0:400f,110
1463053666,2001:470:83ae:2:212:6d02:0:4013,110
1463053669,2001:470:83ae:2:212:6d02:0:4045,111
1463053680,2001:470:83ae:2:212:6d02:0:4034,110
1463053687,2001:470:83ae:2:212:6d02:0:4044,110
1463053688,2001:470:83ae:2:212:6d02:0:4041,111
1463053689,2001:470:83ae:2:212:6d02:0:4042,111
1463053693,2001:470:83ae:2:212:6d02:0:4035,111
1463053695,2001:470:83ae:2:212:6d02:0:400f,111
1463053696,2001:470:83ae:2:212:6d02:0:4013,111
1463053698,2001:470:83ae:2:212:6d02:0:4045,112
1463053710,2001:470:83ae:2:212:6d02:0:4034,111
1463053717,2001:470:83ae:2:212:6d02:0:4044,111
1463053718,2001:470:83ae:2:212:6d02:0:4041,112
1463053719,2001:470:83ae:2:212:6d02:0:4042,112
1463053723,2001:470:83ae:2:212:6d02:0:4035,112
1463053724,2001:470:83ae:2:212:6d02:0:400f,112
1463053726,2001:470:83ae:2:212:6d02:0:4013,112
1463053728,2001:470:83ae:2:212:6d02:0:4045,113
1463053740,2001:470:83ae:2:212:6d02:0:4034,112
1463053747,2001:470:83ae:2:212:6d02:0:4041,113
1463053747,2001:470:83ae:2:212:6d02:0:4044,112
1463053749,2001:470:83ae:2:212:6d02:0:4042,113
1463053753,2001:470:83ae:2:212:6d02:0:4035,113
1463053754,2001:470:83ae:2:212:6d02:0:400f,113
1463053756,2001:470:83ae:2:212:6d02:0:4013,113
1463053757,2001:470:83ae:2:212:6d02:0:4045,114
1463053770,2001:470:83ae:2:212:6d02:0:4034,113
1463053777,2001:470:83ae:2:212:6d02:0:4041,114
1463053777,2001:470:83ae:2:212:6d02:0:4044,113
1463053779,2001:470:83ae:2:212:6d02:0:4042,114
1463053783,2001:470:83ae:2:212:6d02:0:4035,114
1463053784,2001:470:83ae:2:212:6d02:0:400f,114
1463053786,2001:470:83ae:2:212:6d02:0:4013,114
1463053787,2001:470:83ae:2:212:6d02:0:4045,115
1463053800,2001:470:83ae:2:212:6d02:0:4034,114
1463053807,2001:470:83ae:2:212:6d02:0:4041,115
1463053807,2001:470:83ae:2:212:6d02:0:4044,114
1463053808,2001:470:83ae:2:212:6d02:0:4042,115
1463053813,2001:470:83ae:2:212:6d02:0:4035,115
1463053814,2001:470:83ae:2:212:6d02:0:400f,115
1463053816,2001:470:83ae:2:212:6d02:0:4013,115
1463053817,2001:470:83ae:2:212:6d02:0:4045,116
1463053829,2001:470:83ae:2:212:6d02:0:4034,115
1463053836,2001:470:83ae:2:212:6d02:0:4041,116
1463053837,2001:470:83ae:2:212:6d02:0:4044,115
1463053838,2001:470:83ae:2:212:6d02:0:4042,116
1463053842,2001:470:83ae:2:212:6d02:0:4035,116
1463053844,2001:470:83ae:2:212:6d02:0:400f,116
1463053845,2001:470:83ae:2:212:6d02:0:4013,116
1463053846,2001:470:83ae:2:212:6d02:0:4045,117
1463053859,2001:470:83ae:2:212:6d02:0:4034,116
1463053866,2001:470:83ae:2:212:6d02:0:4041,117
1463053867,2001:470:83ae:2:212:6d02:0:4044,116
1463053868,2001:470:83ae:2:212:6d02:0:4042,117
1463053872,2001:470:83ae:2:212:6d02:0:4035,117
1463053873,2001:470:83ae:2:212:6d02:0:400f,117
1463053875,2001:470:83ae:2:212:6d02:0:4013,117
1463053876,2001:470:83ae:2:212:6d02:0:4045,118
1463053889,2001:470:83ae:2:212:6d02:0:4034,117
1463053896,2001:470:83ae:2:212:6d02:0:4041,118
1463053897,2001:470:83ae:2:212:6d02:0:4044,117
1463053898,2001:470:83ae:2:212:6d02:0:4042,118
1463053902,2001:470:83ae:2:212:6d02:0:4035,118
1463053903,2001:470:83ae:2:212:6d02:0:400f,118
1463053905,2001:470:83ae:2:212:6d02:0:4013,118
1463053905,2001:470:83ae:2:212:6d02:0:4045,119
1463053919,2001:470:83ae:2:212:6d02:0:4034,118
1463053926,2001:470:83ae:2:212:6d02:0:4041,119
1463053927,2001:470:83ae:2:212:6d02:0:4044,118
1463053928,2001:470:83ae:2:212:6d02:0:4042,119
1463053932,2001:470:83ae:2:212:6d02:0:4035,119
1463053933,2001:470:83ae:2:212:6d02:0:400f,119
1463053935,2001:470:83ae:2:212:6d02:0:4013,119
1463053935,2001:470:83ae:2:212:6d02:0:4045,120
1463053949,2001:470:83ae:2:212:6d02:0:4034,119
1463053955,2001:470:83ae:2:212:6d02:0:4041,120
1463053957,2001:470:83ae:2:212:6d02:0:4042,120
1463053957,2001:470:83ae:2:212:6d02:0:4044,119
1463053962,2001:470:83ae:2:212:6d02:0:4035,120
1463053963,2001:470:83ae:2:212:6d02:0:400f,120
1463053965,2001:470:83ae:2:212:6d02:0:4045,121
1463053965,2001:470:83ae:2:212:6d02:0:4013,120
1463053979,2001:470:83ae:2:212:6d02:0:4034,120
1463053985,2001:470:83ae:2:212:6d02:0:4041,121
1463053987,2001:470:83ae:2:212:6d02:0:4042,121
1463053987,2001:470:83ae:2:212:6d02:0:4044,120
1463053991,2001:470:83ae:2:212:6d02:0:4035,121
1463053993,2001:470:83ae:2:212:6d02:0:400f,121
1463053995,2001:470:83ae:2:212:6d02:0:4013,121
1463054009,2001:470:83ae:2:212:6d02:0:4034,121
1463054015,2001:470:83ae:2:212:6d02:0:4041,122
1463054017,2001:470:83ae:2:212:6d02:0:4042,122
1463054017,2001:470:83ae:2:212:6d02:0:4044,121
1463054021,2001:470:83ae:2:212:6d02:0:4035,122
1463054023,2001:470:83ae:2:212:6d02:0:400f,122
1463054024,2001:470:83ae:2:212:6d02:0:4013,122
1463054039,2001:470:83ae:2:212:6d02:0:4034,122
1463054045,2001:470:83ae:2:212:6d02:0:4041,123
1463054047,2001:470:83ae:2:212:6d02:0:4042,123
1463054048,2001:470:83ae:2:212:6d02:0:4044,122
1463054051,2001:470:83ae:2:212:6d02:0:4035,123
1463054052,2001:470:83ae:2:212:6d02:0:400f,123
1463054054,2001:470:83ae:2:212:6d02:0:4013,123
1463054069,2001:470:83ae:2:212:6d02:0:4034,123
1463054074,2001:470:83ae:2:212:6d02:0:4041,124
1463054076,2001:470:83ae:2:212:6d02:0:4042,124
1463054078,2001:470:83ae:2:212:6d02:0:4044,123
1463054081,2001:470:83ae:2:212:6d02:0:4035,124
1463054082,2001:470:83ae:2:212:6d02:0:400f,124
1463054084,2001:470:83ae:2:212:6d02:0:4013,124
1463054099,2001:470:83ae:2:212:6d02:0:4034,124
1463054104,2001:470:83ae:2:212:6d02:0:4041,125
1463054106,2001:470:83ae:2:212:6d02:0:4042,125
1463054108,2001:470:83ae:2:212:6d02:0:4044,124
1463054111,2001:470:83ae:2:212:6d02:0:4035,125
1463054112,2001:470:83ae:2:212:6d02:0:400f,125
1463054114,2001:470:83ae:2:212:6d02:0:4013,125
1463054129,2001:470:83ae:2:212:6d02:0:4034,125
1463054134,2001:470:83ae:2:212:6d02:0:4041,126
1463054136,2001:470:83ae:2:212:6d02:0:4042,126
1463054138,2001:470:83ae:2:212:6d02:0:4044,125
1463054140,2001:470:83ae:2:212:6d02:0:4035,126
1463054142,2001:470:83ae:2:212:6d02:0:400f,126
1463054144,2001:470:83ae:2:212:6d02:0:4013,126
1463054159,2001:470:83ae:2:212:6d02:0:4034,126
1463054163,2001:470:83ae:2:212:6d02:0:4041,127
1463054166,2001:470:83ae:2:212:6d02:0:4042,127
1463054168,2001:470:83ae:2:212:6d02:0:4044,126
1463054170,2001:470:83ae:2:212:6d02:0:4035,127
1463054172,2001:470:83ae:2:212:6d02:0:4045,128
1463054174,2001:470:83ae:2:212:6d02:0:4013,127
1463054189,2001:470:83ae:2:212:6d02:0:4034,127
